year,semester,entry_status,time_to_grad,count,ethnicity,gender,residency,college
1989,Fall,Transfers,3.5,1,Decline to State,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,Filipino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,International,Female,Nonresident,Clg of Engineering
1989,Fall,Transfers,3.5,1,International,Female,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,International,Male,Nonresident,Clg of Chemistry
1989,Fall,Transfers,3.5,1,International,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,International,Male,Nonresident,Clg of Natural Resources
1989,Fall,Transfers,3.5,1,Korean,Female,Resident,NA
1989,Fall,Transfers,3.5,2,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,Mexican American/Chicano,Female,Resident,NA
1989,Fall,Transfers,3.5,3,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,Other,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,Other Asian,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,3.5,2,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,3,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,South Asian,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,White,Female,Resident,Clg of Environmental Design
1989,Fall,Transfers,3.5,11,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,1,White,Female,Resident,NA
1989,Fall,Transfers,3.5,2,White,Male,Resident,Clg of Engineering
1989,Fall,Transfers,3.5,6,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,3.5,2,White,Male,Resident,NA
1989,Fall,Transfers,4,1,African American/Black,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,4,2,African American/Black,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Chinese,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Chinese,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,4,2,Chinese,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Decline to State,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,International,Female,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Japanese,Female,Nonresident,Clg of Natural Resources
1989,Fall,Transfers,4,1,Japanese,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Japanese,Female,Resident,NA
1989,Fall,Transfers,4,1,Korean,Male,Resident,Clg of Engineering
1989,Fall,Transfers,4,1,Korean,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,2,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Mexican American/Chicano,Male,Resident,NA
1989,Fall,Transfers,4,1,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Native American/Alaska Native,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Other,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,Other Asian,Male,Resident,Clg of Engineering
1989,Fall,Transfers,4,3,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,White,Female,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,4,10,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,White,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,4,1,White,Male,Resident,Clg of Engineering
1989,Fall,Transfers,4,11,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4,1,White,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,4,1,White,Male,Resident,Haas School of Business
1989,Fall,Transfers,4,1,White,Male,Resident,NA
1989,Fall,Transfers,4.5,2,African American/Black,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,African American/Black,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,2,Decline to State,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,Korean,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,4.5,1,Korean,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,Native American/Alaska Native,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,4.5,1,Other Asian,Female,Resident,Clg of Chemistry
1989,Fall,Transfers,4.5,3,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,White,Female,Resident,NA
1989,Fall,Transfers,4.5,3,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,4.5,1,White,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,4.5,1,White,Male,Resident,NA
1989,Fall,Transfers,5,1,African American/Black,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,1,African American/Black,Male,Resident,Clg of Engineering
1989,Fall,Transfers,5,1,Chinese,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,5,1,Decline to State,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,5,1,Decline to State,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,1,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,3,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,2,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,1,South Asian,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,6,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,1,White,Male,Resident,Clg of Engineering
1989,Fall,Transfers,5,6,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,5,1,White,Male,Resident,NA
1989,Fall,Transfers,5.5,1,African American/Black,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5.5,2,Decline to State,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5.5,4,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,5.5,1,White,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,5.5,1,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,African American/Black,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Decline to State,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,6,1,Korean,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,6,2,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,2,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,3,African American/Black,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,African American/Black,Female,Resident,NA
1989,Fall,Transfers,6,4,African American/Black,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Chinese,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Decline to State,Female,Resident,NA
1989,Fall,Transfers,6,1,Filipino,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Japanese,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Japanese,Male,Resident,NA
1989,Fall,Transfers,6,1,Korean,Male,Resident,NA
1989,Fall,Transfers,6,2,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Mexican American/Chicano,Female,Resident,NA
1989,Fall,Transfers,6,2,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,2,Other Asian,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,Other Asian,Male,Resident,Clg of Engineering
1989,Fall,Transfers,6,1,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,7,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,White,Female,Resident,NA
1989,Fall,Transfers,6,2,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,6,1,White,Male,Resident,Haas School of Business
1989,Fall,Transfers,NA,8,African American/Black,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,African American/Black,Female,Resident,NA
1989,Fall,Transfers,NA,1,African American/Black,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,African American/Black,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,9,African American/Black,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,African American/Black,Male,Resident,NA
1989,Fall,Transfers,NA,1,Chinese,Female,Resident,Clg of Chemistry
1989,Fall,Transfers,NA,1,Chinese,Female,Resident,Clg of Engineering
1989,Fall,Transfers,NA,1,Chinese,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Chinese,Female,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,1,Chinese,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,2,Chinese,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Chinese,Male,Resident,NA
1989,Fall,Transfers,NA,1,Decline to State,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,Decline to State,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,3,Decline to State,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,3,Decline to State,Male,Resident,NA
1989,Fall,Transfers,NA,1,Filipino,Female,Resident,Clg of Environmental Design
1989,Fall,Transfers,NA,2,Filipino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Filipino,Female,Resident,NA
1989,Fall,Transfers,NA,1,Filipino,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,International,Female,Nonresident,Clg of Environmental Design
1989,Fall,Transfers,NA,1,International,Female,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,International,Male,Nonresident,Clg of Chemistry
1989,Fall,Transfers,NA,2,International,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,International,Male,Nonresident,NA
1989,Fall,Transfers,NA,1,Japanese,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,3,Japanese,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,1,Japanese,Male,Resident,Haas School of Business
1989,Fall,Transfers,NA,1,Japanese,Male,Resident,NA
1989,Fall,Transfers,NA,2,Korean,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Korean,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,1,Korean,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,4,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Mexican American/Chicano,Female,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,1,Mexican American/Chicano,Female,Resident,NA
1989,Fall,Transfers,NA,7,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,Native American/Alaska Native,Female,Resident,NA
1989,Fall,Transfers,NA,1,Native American/Alaska Native,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Native American/Alaska Native,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,2,Other,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Other,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,1,Other,Male,Resident,NA
1989,Fall,Transfers,NA,1,Other Asian,Female,Resident,Clg of Engineering
1989,Fall,Transfers,NA,1,Other Asian,Female,Resident,NA
1989,Fall,Transfers,NA,3,Other Asian,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,1,Other Asian,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Other Hispanic/Latino,Female,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,2,Other Hispanic/Latino,Female,Resident,NA
1989,Fall,Transfers,NA,1,Other Hispanic/Latino,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,3,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,Other Hispanic/Latino,Male,Resident,NA
1989,Fall,Transfers,NA,1,South Asian,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,White,Female,Nonresident,Clg of Engineering
1989,Fall,Transfers,NA,1,White,Female,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,1,White,Female,Nonresident,NA
1989,Fall,Transfers,NA,28,White,Female,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,3,White,Female,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,5,White,Female,Resident,NA
1989,Fall,Transfers,NA,6,White,Male,Nonresident,Clg of Letters & Science
1989,Fall,Transfers,NA,2,White,Male,Resident,Clg of Chemistry
1989,Fall,Transfers,NA,5,White,Male,Resident,Clg of Engineering
1989,Fall,Transfers,NA,30,White,Male,Resident,Clg of Letters & Science
1989,Fall,Transfers,NA,3,White,Male,Resident,Clg of Natural Resources
1989,Fall,Transfers,NA,1,White,Male,Resident,Haas School of Business
1989,Fall,Transfers,NA,10,White,Male,Resident,NA
1990,Spring,New Freshmen,2,1,White,Female,Resident,Haas School of Business
1990,Spring,New Freshmen,2.5,1,International,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,2.5,1,South Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3,3,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3,1,Chinese,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,3,4,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3,1,International,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3,1,International,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,3,1,International,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3,1,South Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3,3,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3,1,White,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Chinese,Female,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,3.5,6,Chinese,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Chinese,Female,Resident,Clg of Engineering
1990,Spring,New Freshmen,3.5,1,Chinese,Female,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,3.5,28,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Chinese,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,3.5,2,Chinese,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Chinese,Male,Resident,Clg of Chemistry
1990,Spring,New Freshmen,3.5,2,Chinese,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,3.5,1,Chinese,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,3.5,17,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Decline to State,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,10,Decline to State,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Decline to State,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,3.5,8,Decline to State,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Filipino,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,International,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,International,Male,Nonresident,Clg of Chemistry
1990,Spring,New Freshmen,3.5,3,International,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,3.5,6,International,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Japanese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,Japanese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,4,Korean,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,7,Korean,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,3,Other,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Other,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,7,Other Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,Other Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,Pacific Islander,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,Pacific Islander,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,South Asian,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,5,South Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,South Asian,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,2,South Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,8,White,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,41,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,White,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,3.5,7,White,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,3.5,1,White,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,3.5,2,White,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,3.5,27,White,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,African American/Black,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,2,Chinese,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,17,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Chinese,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4,2,Chinese,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,4,13,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Decline to State,Female,Resident,Clg of Engineering
1990,Spring,New Freshmen,4,2,Decline to State,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Decline to State,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Decline to State,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,4,3,International,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,2,International,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4,1,International,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,International,Male,Nonresident,NA
1990,Spring,New Freshmen,4,7,Korean,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Korean,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,4,1,Korean,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,4,6,Korean,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,3,Other,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,3,Other Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Other Asian,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,2,Other Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,Pacific Islander,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,South Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,South Asian,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,South Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,White,Female,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4,6,White,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,9,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4,1,White,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4,2,White,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4,13,White,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,16,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Chinese,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,1,Chinese,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,4.5,5,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Decline to State,Female,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,2,Decline to State,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,2,Decline to State,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,4,Decline to State,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Filipino,Female,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,4.5,1,Filipino,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Filipino,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,International,Female,Nonresident,Clg of Chemistry
1990,Spring,New Freshmen,4.5,1,International,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,1,Japanese,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,3,Japanese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Japanese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Korean,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,5,Korean,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,7,Korean,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Other,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Other Asian,Female,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,1,Other Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,Other Asian,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,1,Other Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,South Asian,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,South Asian,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,4.5,1,South Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,4,White,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,20,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,White,Female,Resident,NA
1990,Spring,New Freshmen,4.5,1,White,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,4.5,11,White,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,4.5,1,White,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,4.5,3,White,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,4.5,12,White,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,Chinese,Male,Resident,Clg of Chemistry
1990,Spring,New Freshmen,5,3,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,Decline to State,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,Japanese,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,5,1,Other,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,Other Asian,Female,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,5,3,White,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5,3,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5,2,White,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5,1,White,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,5,1,White,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,Chinese,Female,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,5.5,1,Chinese,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,3,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,Decline to State,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,Decline to State,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,International,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,2,Korean,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,Other,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,South Asian,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,5.5,2,White,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,5,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,5.5,1,White,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,6,1,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Decline to State,Female,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Japanese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Korean,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Other Asian,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,3,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Chinese,Male,Resident,NA
1990,Spring,New Freshmen,6,1,Decline to State,Female,Resident,NA
1990,Spring,New Freshmen,6,1,Japanese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,2,Korean,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Korean,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,6,1,Korean,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Korean,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,6,1,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,1,Other Asian,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,2,White,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,6,9,White,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,2,African American/Black,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,1,African American/Black,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,1,Chinese,Female,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,1,Chinese,Female,Resident,NA
1990,Spring,New Freshmen,NA,1,Chinese,Male,Nonresident,Clg of Engineering
1990,Spring,New Freshmen,NA,1,Chinese,Male,Nonresident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,1,Chinese,Male,Resident,Clg of Engineering
1990,Spring,New Freshmen,NA,1,Chinese,Male,Resident,Clg of Environmental Design
1990,Spring,New Freshmen,NA,5,Chinese,Male,Resident,Clg of Letters & Science
1990,Spring,New Freshmen,NA,1,Decline to State,Female,Nonresident,Clg of Letters & Science
